Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00000,0.008864898,0.008893899,2.8999999E-5,7.0277776E-5,0,4.188889E-5,1.288889E-5
ID00007,0.00885201,0.009939509,0.0010875,0.0025875,0,0.001508,4.2049994E-4
ID00002,0.00843151,0.0084605105,2.8999999E-5,7.0277776E-5,1,2.8999999E-5,0.0
ID00009,0.00843151,0.009390121,9.586111E-4,0.0022808332,2,0.0013275555,3.6894443E-4
ID00004,0.008062566,0.008093176,3.061111E-5,7.0277776E-5,3,3.061111E-5,0.0
ID00003,0.008062566,0.008091566,2.8999999E-5,7.0277776E-5,4,2.8999999E-5,0.0
ID00011,0.008062566,0.0089261215,8.635555E-4,0.0020572222,5,0.0011954444,3.3188885E-4
ID00010,0.007730677,0.0085684545,8.3777774E-4,0.0019933332,4,8.3777774E-4,0.0
ID00001,0.007730677,0.007759677,2.8999999E-5,7.0277776E-5,6,2.8999999E-5,0.0
ID00006,0.007730677,0.007761288,3.061111E-5,7.0277776E-5,7,3.061111E-5,0.0
ID00008,0.007730677,0.008296177,5.655E-4,0.0013480555,6,5.655E-4,0.0
ID00005,0.007730677,0.007759677,2.8999999E-5,7.0277776E-5,8,2.8999999E-5,0.0
ID00013,0.007730677,0.00828651,5.5583334E-4,0.0013225,7,5.5583334E-4,0.0
ID00012,0.007730677,0.008267177,5.365E-4,0.0012777777,8,5.365E-4,0.0
ID00014,0.007730677,0.0077403435,9.666666E-6,2.5555555E-5,8,9.666666E-6,0.0
ID00015,0.007730677,0.0077403435,9.666666E-6,2.5555555E-5,8,9.666666E-6,0.0
ID00022,0.007730677,0.008740843,0.0010101666,0.0024022222,0,0.0013984444,3.882778E-4
ID00016,0.007342399,0.0073520658,9.666666E-6,2.5555555E-5,8,9.666666E-6,0.0
ID00023,0.007342399,0.00833001,9.876111E-4,0.002351111,2,0.0013694444,3.818333E-4
ID00020,0.0069605657,0.0069702324,9.666666E-6,2.5555555E-5,8,9.666666E-6,0.0
ID00027,0.0069605657,0.007783843,8.2327775E-4,0.0019613889,5,0.0011406667,3.173889E-4
ID00017,0.006643177,0.0066512325,8.055556E-6,1.9166666E-5,8,8.055556E-6,0.0
ID00024,0.006643177,0.0073182327,6.7505555E-4,0.0016099999,8,6.7505555E-4,0.0
ID00021,0.006643177,0.0066528437,9.666666E-6,2.5555555E-5,4,9.666666E-6,0.0
ID00028,0.006643177,0.007232844,5.8966666E-4,0.0014055555,4,5.8966666E-4,0.0
ID00019,0.006643177,0.0066512325,8.055556E-6,1.9166666E-5,7,8.055556E-6,0.0
ID00026,0.006643177,0.007136177,4.9299997E-4,0.0011755555,7,4.9299997E-4,0.0
ID00018,0.006643177,0.0066528437,9.666666E-6,2.5555555E-5,1,9.666666E-6,0.0
ID00025,0.006643177,0.0070556216,4.1244444E-4,9.838889E-4,1,4.1244444E-4,0.0
ID00029,0.006643177,0.0066512325,8.055556E-6,1.9166666E-5,0,1.2888889E-5,4.833333E-6
