Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00016,0.0,5.824444E-5,3.061111E-5,7.666666E-5,1,4.188889E-5,1.6355552E-5
ID00039,1.6355552E-5,0.0019772556,0.0010810555,0.0025747223,1,0.0014983333,4.7892227E-4
ID00002,4.7892227E-4,5.441111E-5,3.061111E-5,7.0277776E-5,3,4.188889E-5,1.2522221E-5
ID00019,1.2522221E-5,5.824444E-5,3.061111E-5,7.666666E-5,5,4.188889E-5,1.6355552E-5
ID00013,1.6355552E-5,5.3766664E-5,2.8999999E-5,7.0277776E-5,7,4.188889E-5,1.1877775E-5
ID00025,1.1877775E-5,0.0016636112,9.1027777E-4,0.0021658333,3,0.0012598889,4.0372228E-4
ID00042,4.0372228E-4,0.0016290445,8.9094444E-4,0.0021211111,5,0.0012341111,3.949334E-4
ID00036,3.949334E-4,0.0016098444,8.812778E-4,0.0020955554,7,0.0012212222,3.8862217E-4
ID00014,3.8862217E-4,5.8888887E-5,3.2222222E-5,7.666666E-5,9,4.5111112E-5,1.3777775E-5
ID00037,1.3777775E-5,0.0015503112,8.474444E-4,0.002018889,9,0.001176111,3.7420017E-4
ID00007,3.7420017E-4,5.824444E-5,3.061111E-5,7.666666E-5,11,4.5111112E-5,1.3133329E-5
ID00000,1.3133329E-5,5.3766664E-5,2.8999999E-5,7.0277776E-5,13,4.188889E-5,1.1877775E-5
ID00030,1.1877775E-5,0.0014229333,7.7816664E-4,0.0018527778,11,0.0010794444,3.4348888E-4
ID00018,3.4348888E-4,5.3766664E-5,2.8999999E-5,7.0277776E-5,15,4.188889E-5,1.1877775E-5
ID00023,1.1877775E-5,0.001393489,7.6205557E-4,0.0018144444,13,0.0010536667,3.3982226E-4
ID00003,3.3982226E-4,5.824444E-5,3.061111E-5,7.666666E-5,17,4.188889E-5,1.6355552E-5
ID00041,1.6355552E-5,0.0013294778,7.266111E-4,0.0017313889,15,0.0010053333,3.241445E-4
ID00020,3.241445E-4,5.824444E-5,3.061111E-5,7.666666E-5,19,4.188889E-5,1.6355552E-5
ID00026,1.6355552E-5,0.0013096333,7.153333E-4,0.0017058334,17,9.924445E-4,3.171888E-4
ID00009,3.171888E-4,5.441111E-5,3.061111E-5,7.0277776E-5,21,4.188889E-5,1.2522221E-5
ID00043,1.2522221E-5,0.0016091999,8.7966665E-4,0.0020955554,19,0.001218,3.9119995E-4
ID00032,3.9119995E-4,0.0012558666,6.8633334E-4,0.0016355555,21,9.5055555E-4,3.0531106E-4
ID00022,3.0531106E-4,5.824444E-5,3.061111E-5,7.666666E-5,23,4.188889E-5,1.6355552E-5
ID00045,1.6355552E-5,0.0015253443,8.329444E-4,0.0019869443,23,0.0011535556,3.7178874E-4
ID00015,3.7178874E-4,5.824444E-5,3.061111E-5,7.666666E-5,25,4.188889E-5,1.6355552E-5
ID00011,1.6355552E-5,5.3766664E-5,2.8999999E-5,7.0277776E-5,27,4.188889E-5,1.1877775E-5
ID00017,1.1877775E-5,5.441111E-5,3.061111E-5,7.0277776E-5,29,4.188889E-5,1.2522221E-5
ID00038,1.2522221E-5,0.0010504,5.7516666E-4,0.0013672222,25,7.958889E-4,2.5451108E-4
ID00012,2.5451108E-4,5.3766664E-5,2.8999999E-5,7.0277776E-5,31,4.188889E-5,1.1877775E-5
