Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00021,0.0074228994,0.0113701215,0.003947222,0.009391666,0,0.0054648886,0.0015176665
ID00018,0.005905233,0.007487344,0.0015821111,0.0037630554,1,0.0015821111,0.0
ID00019,0.005905233,0.005982566,7.733333E-5,1.8527778E-4,2,7.733333E-5,0.0
ID00020,0.005905233,0.005977733,7.25E-5,1.725E-4,3,7.25E-5,0.0
ID00022,0.005905233,0.0066978997,7.9266663E-4,0.0018847222,3,7.9266663E-4,0.0
ID00025,0.005905233,0.008268733,0.0023635,0.005622222,0,0.0032737777,9.102777E-4
ID00023,0.004994955,0.0049981773,3.2222222E-6,6.4444444E-6,3,3.2222222E-6,0.0
ID00026,0.004994955,0.005048122,5.3166666E-5,1.2777778E-4,3,5.3166666E-5,0.0
ID00024,0.004994955,0.0050046216,9.666666E-6,2.5555555E-5,3,9.666666E-6,0.0
ID00027,0.004994955,0.005001399,6.4444444E-6,1.9166666E-5,3,6.4444444E-6,0.0
ID00013,0.004994955,0.0049981773,3.2222222E-6,1.2777778E-5,4,3.2222222E-6,0.0
ID00001,0.004994955,0.0049981773,3.2222222E-6,6.4444444E-6,5,3.2222222E-6,0.0
ID00002,0.004994955,0.0049981773,3.2222222E-6,6.4444444E-6,6,3.2222222E-6,0.0
ID00007,0.004994955,0.0049981773,3.2222222E-6,6.4444444E-6,7,3.2222222E-6,0.0
ID00009,0.004994955,0.0049981773,3.2222222E-6,6.4444444E-6,8,3.2222222E-6,0.0
ID00003,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,9,3.2222222E-6,0.0
ID00010,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,10,3.2222222E-6,0.0
ID00008,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,11,3.2222222E-6,0.0
ID00017,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,12,3.2222222E-6,0.0
ID00006,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,13,3.2222222E-6,0.0
ID00012,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,14,3.2222222E-6,0.0
ID00016,0.004994955,0.0049981773,3.2222222E-6,6.388889E-6,15,3.2222222E-6,0.0
ID00011,0.004994955,0.004996566,1.6111111E-6,6.388889E-6,16,1.6111111E-6,0.0
ID00015,0.004994955,0.004996566,1.6111111E-6,6.388889E-6,17,1.6111111E-6,0.0
ID00014,0.004994955,0.004996566,1.6111111E-6,6.388889E-6,18,1.6111111E-6,0.0
ID00004,0.004994955,0.004996566,1.6111111E-6,6.388889E-6,19,1.6111111E-6,0.0
ID00005,0.004994955,0.004996566,1.6111111E-6,6.388889E-6,20,1.6111111E-6,0.0
ID00000,0.004994955,0.004996566,1.6111111E-6,6.388889E-6,6,1.6111111E-6,0.0
ID00028,0.004994955,0.0049997885,4.833333E-6,1.2777778E-5,3,4.833333E-6,0.0
