Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00005,0.015750663,0.015781274,3.061111E-5,7.0277776E-5,0,4.188889E-5,1.1277778E-5
ID00017,0.015739385,0.016851053,0.0011116667,0.002645,0,0.0015402222,4.2855553E-4
ID00006,0.0153108295,0.01534144,3.061111E-5,7.0277776E-5,1,3.061111E-5,0.0
ID00018,0.0153108295,0.016378997,0.0010681667,0.0025427777,2,0.001479,4.1083328E-4
ID00004,0.014899996,0.014930607,3.061111E-5,7.0277776E-5,3,3.061111E-5,0.0
ID00016,0.014899996,0.015803829,9.038333E-4,0.0021530555,4,0.0012502222,3.463889E-4
ID00007,0.014553607,0.014582608,2.8999999E-5,7.0277776E-5,5,2.8999999E-5,0.0
ID00019,0.014553607,0.015428441,8.748333E-4,0.0020827777,6,0.0012115556,3.3672224E-4
ID00008,0.014216885,0.014247496,3.061111E-5,7.666666E-5,7,3.061111E-5,0.0
ID00001,0.014216885,0.014247496,3.061111E-5,7.0277776E-5,8,3.061111E-5,0.0
ID00020,0.014216885,0.015015996,7.991111E-4,0.0019038889,7,7.991111E-4,0.0
ID00010,0.014216885,0.014247496,3.061111E-5,7.0277776E-5,9,3.061111E-5,0.0
ID00013,0.014216885,0.014996663,7.7977777E-4,0.0018527778,8,7.7977777E-4,0.0
ID00022,0.014216885,0.014975718,7.588333E-4,0.0018080556,9,7.588333E-4,0.0
ID00011,0.014216885,0.014247496,3.061111E-5,7.0277776E-5,10,3.061111E-5,0.0
ID00023,0.014216885,0.0149112735,6.943889E-4,0.0016547221,10,6.943889E-4,0.0
ID00000,0.014216885,0.014247496,3.061111E-5,7.0277776E-5,11,3.061111E-5,0.0
ID00012,0.014216885,0.014825885,6.09E-4,0.0014502777,11,6.09E-4,0.0
ID00003,0.014216885,0.014247496,3.061111E-5,7.666666E-5,12,3.061111E-5,0.0
ID00002,0.014216885,0.014245885,2.8999999E-5,7.0277776E-5,13,2.8999999E-5,0.0
ID00015,0.014216885,0.014701829,4.8494444E-4,0.0011563889,12,4.8494444E-4,0.0
ID00014,0.014216885,0.014677662,4.6077778E-4,0.0010988889,13,4.6077778E-4,0.0
ID00009,0.014216885,0.014247496,3.061111E-5,7.666666E-5,14,3.061111E-5,0.0
ID00021,0.014216885,0.014611607,3.947222E-4,9.3916664E-4,14,3.947222E-4,0.0
ID00024,0.014216885,0.014226552,9.666666E-6,2.5555555E-5,7,9.666666E-6,0.0
ID00025,0.014216885,0.014226552,9.666666E-6,2.5555555E-5,7,9.666666E-6,0.0
ID00037,0.014216885,0.015325329,0.0011084444,0.002638611,6,0.001537,4.2855553E-4
ID00032,0.013788329,0.013797997,9.666666E-6,2.5555555E-5,7,9.666666E-6,0.0
ID00044,0.013788329,0.014822663,0.0010343334,0.002466111,0,0.0014338889,3.9955555E-4
ID00028,0.013388773,0.013396829,8.055556E-6,1.9166666E-5,7,8.055556E-6,0.0
ID00040,0.013388773,0.014415051,0.0010262778,0.0024469444,2,0.001421,3.947222E-4
ID00030,0.012994051,0.013002107,8.055556E-6,1.9166666E-5,7,8.055556E-6,0.0
ID00042,0.012994051,0.0139881065,9.940555E-4,0.0023638888,4,0.0013758888,3.818333E-4
ID00027,0.012612218,0.012620274,8.055556E-6,1.9166666E-5,7,8.055556E-6,0.0
ID00039,0.012612218,0.013409718,7.9749996E-4,0.0018975,7,7.9749996E-4,0.0
ID00036,0.012612218,0.012620274,8.055556E-6,1.9166666E-5,8,8.055556E-6,0.0
ID00031,0.012612218,0.012620274,8.055556E-6,1.9166666E-5,13,8.055556E-6,0.0
ID00029,0.012612218,0.012621885,9.666666E-6,2.5555555E-5,3,9.666666E-6,0.0
ID00048,0.012612218,0.013382329,7.701111E-4,0.001833611,8,7.701111E-4,0.0
ID00043,0.012612218,0.013379107,7.668889E-4,0.0018272222,13,7.668889E-4,0.0
ID00041,0.012612218,0.013374274,7.6205557E-4,0.0018144444,3,7.6205557E-4,0.0
ID00033,0.012612218,0.012621885,9.666666E-6,2.5555555E-5,12,9.666666E-6,0.0
ID00045,0.012612218,0.013246995,6.3477777E-4,0.0015141666,12,6.3477777E-4,0.0
ID00034,0.012612218,0.012621885,9.666666E-6,2.5555555E-5,5,9.666666E-6,0.0
ID00035,0.012612218,0.012621885,9.666666E-6,2.5555555E-5,11,9.666666E-6,0.0
ID00046,0.012612218,0.013227662,6.1544444E-4,0.0014630555,5,6.1544444E-4,0.0
ID00047,0.012612218,0.013227662,6.1544444E-4,0.0014630555,11,6.1544444E-4,0.0
ID00026,0.012612218,0.012621885,9.666666E-6,2.5555555E-5,10,9.666666E-6,0.0
ID00038,0.012612218,0.013050441,4.3822223E-4,0.0010413888,10,4.3822223E-4,0.0
ID00049,0.012612218,0.012621885,9.666666E-6,2.5555555E-5,13,9.666666E-6,0.0
