Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00002,0.0010515332,0.0013076998,2.5616668E-4,6.0694444E-4,0,3.5444443E-4,9.827776E-5
ID00013,9.532554E-4,0.0011095331,1.5627778E-4,3.7694443E-4,1,1.5627778E-4,0.0
ID00011,9.532554E-4,0.0010547554,1.015E-4,2.4277778E-4,0,1.4177778E-4,4.027778E-5
ID00024,9.129776E-4,0.0010015888,8.861111E-5,2.1083333E-4,1,8.861111E-5,0.0
ID00014,9.129776E-4,9.903109E-4,7.733333E-5,1.8527778E-4,2,7.733333E-5,0.0
ID00016,9.129776E-4,9.870888E-4,7.411111E-5,1.7888889E-4,3,7.411111E-5,0.0
ID00003,9.129776E-4,9.774221E-4,6.4444444E-5,1.5333333E-4,4,6.4444444E-5,0.0
ID00005,9.129776E-4,9.758109E-4,6.283333E-5,1.5333333E-4,5,6.283333E-5,0.0
ID00007,9.129776E-4,9.725887E-4,5.961111E-5,1.4055555E-4,6,5.961111E-5,0.0
ID00009,9.129776E-4,9.6614426E-4,5.3166666E-5,1.2777778E-4,7,5.3166666E-5,0.0
ID00022,9.129776E-4,9.645332E-4,5.1555555E-5,1.2138889E-4,8,5.1555555E-5,0.0
ID00018,9.129776E-4,9.5969986E-4,4.672222E-5,1.14999995E-4,9,4.672222E-5,0.0
ID00028,9.129776E-4,9.564776E-4,4.35E-5,1.0222222E-4,10,4.35E-5,0.0
ID00020,9.129776E-4,9.532554E-4,4.0277777E-5,9.583333E-5,11,4.0277777E-5,0.0
ID00026,9.129776E-4,9.5164427E-4,3.8666665E-5,9.583333E-5,12,3.8666665E-5,0.0
ID00015,9.129776E-4,9.161998E-4,3.2222222E-6,6.4444444E-6,2,3.2222222E-6,0.0
ID00017,9.129776E-4,9.161998E-4,3.2222222E-6,6.4444444E-6,3,3.2222222E-6,0.0
ID00023,9.129776E-4,9.161998E-4,3.2222222E-6,6.388889E-6,8,3.2222222E-6,0.0
ID00012,9.129776E-4,9.161998E-4,3.2222222E-6,6.388889E-6,0,3.2222222E-6,0.0
ID00019,9.129776E-4,9.161998E-4,3.2222222E-6,6.388889E-6,9,3.2222222E-6,0.0
ID00021,9.129776E-4,9.161998E-4,3.2222222E-6,6.388889E-6,11,3.2222222E-6,0.0
ID00027,9.129776E-4,9.161998E-4,3.2222222E-6,6.388889E-6,12,3.2222222E-6,0.0
ID00029,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,10,1.6111111E-6,0.0
ID00006,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,5,1.6111111E-6,0.0
ID00025,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,1,1.6111111E-6,0.0
ID00010,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,7,1.6111111E-6,0.0
ID00008,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,6,1.6111111E-6,0.0
ID00004,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,4,1.6111111E-6,0.0
ID00001,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,5,1.6111111E-6,0.0
ID00000,9.129776E-4,9.1458875E-4,1.6111111E-6,6.388889E-6,5,1.6111111E-6,0.0
