Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00054,0.023249594,0.027763927,0.0045143333,0.010739722,0,0.006251111,0.0017367778
ID00089,0.021512818,0.025026651,0.0035138333,0.008363055,1,0.0048655556,0.0013517223
ID00023,0.020161096,0.02331404,0.0031529444,0.0075005554,2,0.0031529444,0.0
ID00020,0.020161096,0.023149706,0.002988611,0.007110833,3,0.002988611,0.0
ID00086,0.020161096,0.022448873,0.0022877778,0.005443333,4,0.0022877778,0.0
ID00051,0.020161096,0.022505263,0.0023441666,0.0055775,5,0.0023441666,0.0
ID00088,0.020161096,0.020249708,8.861111E-5,2.1083333E-4,6,8.861111E-5,0.0
ID00087,0.020161096,0.020199763,3.8666665E-5,9.583333E-5,7,3.8666665E-5,0.0
ID00090,0.020161096,0.021005318,8.442222E-4,0.002006111,6,8.442222E-4,0.0
ID00022,0.020161096,0.020241652,8.0555554E-5,1.9166667E-4,8,8.0555554E-5,0.0
ID00021,0.020161096,0.020223929,6.283333E-5,1.5333333E-4,9,6.283333E-5,0.0
ID00053,0.020161096,0.020262595,1.015E-4,2.4277778E-4,10,1.015E-4,0.0
ID00024,0.020161096,0.020894151,7.330555E-4,0.0017441666,3,7.330555E-4,0.0
ID00052,0.020161096,0.020215875,5.4777778E-5,1.3416666E-4,11,5.4777778E-5,0.0
ID00055,0.020161096,0.02073304,5.7194446E-4,0.0013608333,10,5.7194446E-4,0.0
ID00093,0.020161096,0.022310318,0.0021492222,0.0051174997,6,0.0021492222,0.0
ID00058,0.020161096,0.022284541,0.0021234443,0.005053611,0,0.0029418888,8.184444E-4
ID00027,0.019342652,0.021361373,0.0020187222,0.0048044445,1,0.0027936667,7.7494443E-4
ID00091,0.018567707,0.01857093,3.2222222E-6,1.2777778E-5,6,3.2222222E-6,0.0
ID00025,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,3,3.2222222E-6,0.0
ID00056,0.018567707,0.01857093,3.2222222E-6,6.388889E-6,10,3.2222222E-6,0.0
ID00094,0.018567707,0.018620875,5.3166666E-5,1.2777778E-4,6,5.3166666E-5,0.0
ID00059,0.018567707,0.018620875,5.3166666E-5,1.2777778E-4,10,5.3166666E-5,0.0
ID00028,0.018567707,0.018620875,5.3166666E-5,1.2777778E-4,3,5.3166666E-5,0.0
ID00026,0.018567707,0.018577375,9.666666E-6,2.5555555E-5,3,9.666666E-6,0.0
ID00029,0.018567707,0.018577375,9.666666E-6,2.5555555E-5,3,9.666666E-6,0.0
ID00057,0.018567707,0.018577375,9.666666E-6,2.5555555E-5,10,9.666666E-6,0.0
ID00092,0.018567707,0.018575763,8.055556E-6,1.9166666E-5,6,8.055556E-6,0.0
ID00095,0.018567707,0.018574152,6.4444444E-6,1.9166666E-5,6,6.4444444E-6,0.0
ID00060,0.018567707,0.018572541,4.833333E-6,1.2777778E-5,10,4.833333E-6,0.0
ID00071,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,12,3.2222222E-6,0.0
ID00068,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,13,3.2222222E-6,0.0
ID00075,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,14,3.2222222E-6,0.0
ID00082,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,15,3.2222222E-6,0.0
ID00070,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,16,3.2222222E-6,0.0
ID00032,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,17,3.2222222E-6,0.0
ID00066,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,18,3.2222222E-6,0.0
ID00076,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,19,3.2222222E-6,0.0
ID00044,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,20,3.2222222E-6,0.0
ID00012,0.018567707,0.01857093,3.2222222E-6,1.2777778E-5,21,3.2222222E-6,0.0
ID00016,0.018567707,0.01857093,3.2222222E-6,1.2777778E-5,22,3.2222222E-6,0.0
ID00074,0.018567707,0.01857093,3.2222222E-6,6.388889E-6,23,3.2222222E-6,0.0
ID00037,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,24,3.2222222E-6,0.0
ID00063,0.018567707,0.01857093,3.2222222E-6,6.388889E-6,25,3.2222222E-6,0.0
ID00045,0.018567707,0.01857093,3.2222222E-6,6.4444444E-6,26,3.2222222E-6,0.0
ID00048,0.018567707,0.01857093,3.2222222E-6,6.388889E-6,27,3.2222222E-6,0.0
ID00080,0.018567707,0.01857093,3.2222222E-6,6.388889E-6,28,3.2222222E-6,0.0
ID00036,0.018567707,0.01857093,3.2222222E-6,6.388889E-6,29,3.2222222E-6,0.0
