Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00011,0.0020733667,0.0023730332,2.9966666E-4,7.1555556E-4,0,4.1566667E-4,1.1600001E-4
ID00035,0.0019573667,0.0021587557,2.0138889E-4,4.7916666E-4,1,2.0138889E-4,0.0
ID00022,0.0019573667,0.0021039778,1.4661111E-4,3.5138888E-4,2,1.4661111E-4,0.0
ID00002,0.0019573667,0.002076589,1.1922222E-4,2.811111E-4,3,1.1922222E-4,0.0
ID00007,0.0019573667,0.0020620888,1.0472222E-4,2.4916665E-4,3,1.0472222E-4,0.0
ID00033,0.0019573667,0.0020620888,1.0472222E-4,2.4916665E-4,2,1.0472222E-4,0.0
ID00009,0.0019573667,0.0020572557,9.9888886E-5,2.3638888E-4,4,9.9888886E-5,0.0
ID00003,0.0019573667,0.0020540333,9.666666E-5,2.2999999E-4,5,9.666666E-5,0.0
ID00042,0.0019573667,0.0020508112,9.344444E-5,2.236111E-4,1,9.344444E-5,0.0
ID00016,0.0019573667,0.002047589,9.0222224E-5,2.1722222E-4,0,1.2566666E-4,3.5444435E-5
ID00029,0.0019219223,0.0020105334,8.861111E-5,2.1083333E-4,6,8.861111E-5,0.0
ID00018,0.0019219223,0.002004089,8.216667E-5,1.9805555E-4,7,8.216667E-5,0.0
ID00012,0.0019219223,0.0020024779,8.0555554E-5,1.9166667E-4,8,8.0555554E-5,0.0
ID00048,0.0019219223,0.0019976445,7.572222E-5,1.7888889E-4,9,7.572222E-5,0.0
ID00044,0.0019219223,0.0019944224,7.25E-5,1.725E-4,10,7.25E-5,0.0
ID00038,0.0019219223,0.0019928112,7.088889E-5,1.725E-4,11,7.088889E-5,0.0
ID00023,0.0019219223,0.0019912,6.9277776E-5,1.661111E-4,12,6.9277776E-5,0.0
ID00014,0.0019219223,0.001989589,6.766667E-5,1.5972221E-4,13,6.766667E-5,0.0
ID00031,0.0019219223,0.001989589,6.766667E-5,1.661111E-4,14,6.766667E-5,0.0
ID00046,0.0019219223,0.0019863667,6.4444444E-5,1.5333333E-4,15,6.4444444E-5,0.0
ID00005,0.0019219223,0.0019863667,6.4444444E-5,1.5333333E-4,3,6.4444444E-5,0.0
ID00027,0.0019219223,0.0019863667,6.4444444E-5,1.5333333E-4,16,6.4444444E-5,0.0
ID00040,0.0019219223,0.0019831446,6.122222E-5,1.4694444E-4,17,6.122222E-5,0.0
ID00020,0.0019219223,0.0019815334,5.961111E-5,1.4055555E-4,18,5.961111E-5,0.0
ID00025,0.0019219223,0.0019702557,4.833333E-5,1.14999995E-4,2,4.833333E-5,0.0
ID00036,0.0019219223,0.001960589,3.8666665E-5,8.9444446E-5,19,3.8666665E-5,0.0
ID00017,0.0019219223,0.0019251446,3.2222222E-6,6.4444444E-6,0,6.4444444E-6,3.2222222E-6
ID00021,0.0019187,0.0019219223,3.2222222E-6,6.4444444E-6,18,3.2222222E-6,0.0
ID00041,0.0019187,0.0019219223,3.2222222E-6,6.4444444E-6,17,3.2222222E-6,0.0
ID00019,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,7,3.2222222E-6,0.0
ID00004,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,5,3.2222222E-6,0.0
ID00028,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,16,3.2222222E-6,0.0
ID00039,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,11,3.2222222E-6,0.0
ID00043,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,1,3.2222222E-6,0.0
ID00008,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,3,3.2222222E-6,0.0
ID00030,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,6,3.2222222E-6,0.0
ID00015,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,13,3.2222222E-6,0.0
ID00047,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,15,3.2222222E-6,0.0
ID00034,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,2,3.2222222E-6,0.0
ID00045,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,10,3.2222222E-6,0.0
ID00049,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,9,3.2222222E-6,0.0
ID00024,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,12,3.2222222E-6,0.0
ID00006,0.0019187,0.0019219223,3.2222222E-6,6.388889E-6,3,3.2222222E-6,0.0
ID00010,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,4,1.6111111E-6,0.0
ID00013,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,8,1.6111111E-6,0.0
ID00026,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,2,1.6111111E-6,0.0
ID00037,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,19,1.6111111E-6,0.0
ID00032,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,14,1.6111111E-6,0.0
ID00000,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,3,1.6111111E-6,0.0
ID00001,0.0019187,0.0019203111,1.6111111E-6,6.388889E-6,3,1.6111111E-6,0.0
